site,avg_high,avg_high_date,avg_low,avg_low_date
centennialpark,16.038854166666667,2025-06-10,0.00962962962962963,2025-07-21
edmonds,16.2721875,2025-04-18,0.0192,2025-08-24
jeffersonhead,15.823645833333334,2025-05-13,0.1985,2025-04-13
wingpoint,17.358958333333334,2025-05-10,0.1773684210526316,2025-11-18
